jobpost_id,Link,Job_Title,Company_Name,Company_link,Date,Keyword,Location,Employment_Type,Job_Function,Industries,Seniority_Level,Job_Description,Company_Link
26,https://linkedin.com/jobs/view/data-analyst-dayshift-hybrid-50k-120k-at-eastvantage-3654827300,>Data Analyst | Dayshift | Hybrid | 50k-120k,Eastvantage,,2023-07-04,data and analytics,"Taguig, National Capital Region, Philippines",Entry level,Full-time,Information Technology,Outsourcing and Offshoring Consulting,"
        Location:<p><br></p>BGC, Taguig<p><br></p><strong><u>Contract Type</u></strong><p><br></p>Permanent<p><br></p><strong><u>About The Role</u></strong><p><br></p>We are seeking a skilled Data Analyst to join our team at Eastvantage. As a Data Analyst, you will be responsible for collecting, analyzing, and interpreting data from various sources to provide valuable insights to our organization. Your expertise will play a crucial role in driving data-driven decision-making and optimizing our business processes.<p><br></p><strong><u>Responsibilities</u></strong><p><br></p><ul><li>Collect, clean, and analyze data from diverse sources, such as databases, spreadsheets, and surveys.</li><li>Develop and maintain data analysis models, ensuring accuracy, efficiency, and relevance.</li><li>Create visually appealing dashboards and reports to effectively communicate data insights to stakeholders.</li><li>Collaborate with cross-functional teams to identify and solve data-driven problems and provide actionable recommendations.</li><li>Stay updated on the latest data analytics trends and technologies, continuously enhancing your skills and knowledge.</li></ul><p><br></p><strong><u>Qualifications</u></strong><p><br></p>Position requirements:<p><br></p><ul><li>Bachelor's degree in business, statistics, or a related field.</li><li>3+ years of experience in data analysis, with a proven track record of delivering actionable insights.</li><li>Proficiency in Excel, Power BI, and other dashboarding tools to analyze and visualize data effectively.</li><li>Strong analytical and problem-solving skills, with the ability to handle complex data sets and extract meaningful insights.</li><li>Excellent communication and presentation skills to convey findings to both technical and non-technical stakeholders.</li><li>Ability to work both independently and collaboratively in a team environment.</li><li>Experience working in the Outsourcing industry, demonstrating an understanding of relevant data analysis processes and challenges.</li><li>Expertise in Financial Modeling would be an added benefit, enabling you to contribute to financial analysis and forecasting tasks.</li></ul><p><br></p>If you are a detail-oriented and analytical individual with a passion for turning data into actionable insights, we invite you to join our team. At Eastvantage, you will have the opportunity to work with a dynamic group of professionals, drive impactful decisions, and contribute to the growth and success of our organization.<p><br></p>apply now
      ",https://ph.linkedin.com/company/eastvantage?trk=public_jobs_jserp-result_job-search-card-subtitle
27,https://linkedin.com/jobs/view/data-analyst-at-lennor-metier-consulting-asia-3655263977,Data Analyst,Lennor Metier Consulting Asia,,2023-07-05,data and analytics,"Makati, National Capital Region, Philippines",Associate,Full-time,Information Technology,Financial Services,"
        Lennor Metier is the 𝗴𝗼-𝘁𝗼 𝗗𝗢𝗟𝗘-𝗟𝗶𝗰𝗲𝗻𝘀𝗲𝗱 𝗲𝘅𝗲𝗰𝘂𝘁𝗶𝘃𝗲 𝘀𝗲𝗮𝗿𝗰𝗵 𝗮𝗻𝗱 𝗿𝗲𝗰𝗿𝘂𝗶𝘁𝗺𝗲𝗻𝘁 𝗮𝗴𝗲𝗻𝗰𝘆, providing bespoke talent solutions to high-growth start-ups, next-generation companies, and Fortune 500 Brands across the Philippines and Southeast Asia.<p><br></p>With our unparalleled expertise and industry insights, we specialize in sourcing top-tier talent across all industries and wide job functions from Accounting &amp; Finance, Information Technology, Engineering, Sales &amp; Marketing, Supply Chain, Legal &amp; Compliance, Human Resources and Allied Sciences. Helping organizations build high-performing teams and drive business success.<p><br></p><strong>About The Job Opportunity</strong><p><br></p>Direct Hire | Permanent role<p><br></p><strong><em>Data Analyst</em></strong><p><br></p><strong>Industry:</strong> Financial Services<p><br></p><strong>Office Location: </strong>Makati City<p><br></p><strong>Work Setup: </strong> Work-from-home (but must be amenable to reporting on site if needed)<p><br></p><strong>Shift Schedule:</strong> Hybrid (1x a week) after training<p><br></p><strong>Salary: </strong>up to 60k, depending on the candidate’s qualifications<p><br></p><strong>Key Job Responsibilities</strong><p><br></p>Data Analysis and Reporting:<p><br></p><ul><li> Extract data from multiple sources, clean and preprocess raw data.</li><li> Ensure data consistency by reconciling data across different tools (copmpany's backend tool, compliance tools, etc.).</li><li> Analyze data to identify statistical insights and patterns, such as transaction patterns and client-partner relationships (e.g., average transaction size per client or corridor).</li><li> Create data visualizations using tools like Google Data Studio, Power BI, or other data visualization platforms.</li><li> Prepare and deliver regular reports to client's partners.</li><li> Monitor and detect abnormal or suspicious trends in the data, such as sudden spikes in transactions, and notify relevant company units or client representatives for appropriate action.</li><li> Develop automated reports based on existing data.</li><li> Apply statistical techniques to identify trends and patterns, including interpolation or extrapolation.</li><li> Provide analysis and recommendations based on data for specific time periods, using correlation or multivariate analysis.</li><li> Address complex data issues that extend beyond individual company units, aiming to provide solutions.</li><li> Support decision-making in various comapny units by offering data-driven insights.</li></ul><p><br></p><strong>Business Intelligence And Data Science</strong><p><br></p><ul><li> Provide relevant insights based on the analysis of large datasets.</li><li> Utilize tools like Python or R to develop programs that enhance efficiency and automation.</li><li> Engage in machine learning projects, such as Natural Language Processing (NLP) or Cluster Analysis.</li><li> Act as a champion and advocate for machine learning and data science projects led by the Business Development team.</li></ul><p><br></p><strong>Stakeholder Management / Engagement</strong><p><br></p><ul><li> Clearly explain and communicate work to internal and external stakeholders, including clients.</li><li> Ask pertinent questions to ensure the production of meaningful insights.</li><li> Set appropriate expectations and communicate any challenges in delivering the desired output.</li></ul><p><br></p><strong>Ad-hoc</strong><p><br></p><ul><li> Assist in other ad-hoc topics and projects as assigned by the immediate supervisor.</li></ul><p><br></p><strong>Key Job Requirements</strong><p><br></p><ul><li>Bachelor's degree in Business, Finance, Economics, Mathematics, Informatics, Econometrics, Computer/Data Science, Information Management, or Statistics. </li><li>Demonstrated academic excellence, with consistent inclusion on the dean's list or equivalent recognition. </li><li>Experience in developing reports and dashboards using tools such as Google Sheets, Google Data Studio, Excel, Power BI, or other data visualization platforms. </li><li>Proficiency in programming languages such as Python or R, as well as VBA and Google Scripts skills. </li><li>Advanced proficiency in the MS Office Suite, with experience in G Suite (Google) considered a plus. </li><li>Exceptional communication abilities, capable of building connections between various stakeholders. </li><li>Strong cognitive and comprehension skills, accompanied by excellent analytical capabilities. </li><li> - -</li></ul><p><br></p>If you are an excellent fit for this position, don't hesitate to 𝐡𝐢𝐭 𝐭𝐡𝐞 𝐚𝐩𝐩𝐥𝐲 𝐛𝐮𝐭𝐭𝐨𝐧 or share this opportunity with your network. Sharing is caring, and we appreciate your support in spreading the word!<p><br></p><em>We value your patience as we receive a high volume of applications, and rest assured that our team will reach out to provide updates on the status of your application.</em><p><br></p><em>Visit</em><em> </em><em>www.lennormetier.com/jobs</em><em> for more exciting job opportunities.</em>
      ",https://ph.linkedin.com/company/lennor-metier?trk=public_jobs_jserp-result_job-search-card-subtitle
28,https://linkedin.com/jobs/view/business-intelligence-analyst-at-concentrix-3497833111,Business Intelligence Analyst,Concentrix,,2023-08-28,data and analytics,"Taguig, National Capital Region, Philippines",Associate,Full-time,Information Technology,Outsourcing and Offshoring Consulting,"
        <p>Dare to be #<strong>DifferentByDesign</strong>? Grab the opportunity to be part of a global organization where Experience is Everything. Enjoy a disruptive workplace as we provide endless learning opportunities, sustainable career development, and an employee centric environment. #OneBoldFuture</p><p><br></p><p><strong>Job Summary</strong>: The Business Intelligence Analyst (Business Analyst) will be responsible for Standardizing Process Workflow(s) with the Help of Technology. This includes Assessment and Interpretation of Business Rule(s) and Requirement(s) while Focusing on Process Design, System Analysis, Performance Reporting, and Management of Service Level Agreement. Daily Task(s) would include Standardization of Workflow(s), Business Planning, Performance Assessment(s), Creating Dashboard(s), Data Analysis, Automation(s) and Tool Enhancement(s), as well as Reporting and Documentation of Network Configuration(s), Problem(s) and Solution(s).</p><p><br></p><p><strong>Essential Duties and Responsibilities</strong>:</p><p>• Articulate Product Question(s), Pulling Data from Data Sets</p><p>and Using Statistics to Come-Up with all Answer(s), Interpret</p><p>Business Rule(s) and Requirement(s) - Determine if Rule(s) &amp;</p><p>Requirement(s) are applicable to Achieve all Business Goal(s)</p><p>• Work On Technical Systems Together with Developer/s and</p><p>Programmer/s - Bug Management of Feature-Request/s and</p><p>Assessed Necessity, Create Dashboard/s, and Enhancements</p><p>for Tool(s), Logical Data Model(s), use Case-Scenario(s), Case</p><p>Study and Scrubbing - as well as Data Pull and Dashboard(s)</p><p>• Work on Standardizing All Workflow(s) - Documentation of</p><p>Change(s), Relating To Existing-Processes/Goal(s), Synthesize</p><p>Information to 'See the Big Picture' while Managing Detail(s)</p><p>• Other Deliverable(s): Business Plan (Provide Focus Areas Or</p><p>Theme and project the Business Goals for each Quarter), Key</p><p>Performance Indicator (Assess, Define and Propose the Most</p><p>Applicable/Appropriate KPI to measure success that will also</p><p>ensure the growth of the Organization), Data Flow Diagrams</p><p>and Flowchart(s) (Simply our Processes to Help Achieve Cost</p><p>Efficient Workflow(s) for the Business)</p><p>• Provide Scheduled-Reports Focused On Team Performance</p><p>and Manage the SLA's of the Team, Provide Feedback, Focus</p><p>and Drive Areas and Action Items In order to achieve Goal(s)</p><p><br></p><p><strong>Minimum Hiring Qualifications</strong>:</p><p>• Bachelor's Degree in Science or Computer-Related Courses</p><p>• At least 3 Year(s) Experience Working with Complex System</p><p>Implementations and Organizational Processes, Data Mining</p><p>Experience, Trend Analysis, and Analytics Programming Such</p><p>as 'SQL', 'JAVASCRIPT' AND 'PYTHON'</p><p>• Knowledge/Understanding of Statistical Concept(s) + Agile</p><p>Project Management, Experience Working w/ Spreadsheet(s)</p><p>w/ Intermediate Formula Application and Database Software</p><p>(Example(s): GOOGLE SHEETS, SMARTSHEETS, SAS BUSINESS</p><p>INTELLIGENCE, TABLEAU, SAP, EXCEL)</p><p>• Exposure in Operational-Management and Experience with</p><p>Qualitative and Quantitative Audit(s), knowledge of Network</p><p>Standards and Practice(s), Strong Analytical Skills is Required</p><p>• Good Communication and Writing Skills, Large or Complex</p><p>Problem Solving Skills, Goal-Oriented (Works For Excellence)</p><p>• Advantage Only: ITIL or Six Sigma Training Or Certifications</p><p><br></p><p><strong>Get Hired and Enjoy the Following</strong>:</p><p>• Interact, Collaborate and Learn From Industry-Experts</p><p>• Multiple Opportunities for Learning and Development</p><p>• Enjoy A Fun and - Competitive Working Environment!</p><p><br></p><p><strong>Work Location</strong>: Bonifacio Global City, Taguig</p>
      ",https://www.linkedin.com/company/concentrix?trk=public_jobs_jserp-result_job-search-card-subtitle
29,https://linkedin.com/jobs/view/ecommerce-qa-test-lead-%E2%80%93-work-from-home-%E2%80%93-mid-shift-at-filta-3717581899,eCommerce QA Test Lead – Work from Home – Mid-Shift,Filta.,,2023-09-08,testing and quality assurance,"Manila, National Capital Region, Philippines",Mid-Senior level,Full-time,Management and Manufacturing,Internet Publishing,"
        <ul><li>If you have a passion for eCommerce and a desire to learn and thrive, this fast-growing advertising agency in the UK is a great place for you!</li><li>We foster a healthier lifestyle at Filta through our full-time, work-from-home setup. Join us now!</li><li>The ideal candidate's workstation should be set up in a safe and secure location at home with stable and reliable internet not less than 25 Mbps.</li><li>PHP 90,000 - 110,000 per month</li><li>1:00 pm to 10:00 pm, Manila Time, Monday to Friday</li></ul><p><br></p><strong>About The Company</strong><p><br></p>This is a UK digital marketing agency that offers end-to-end commerce solutions for leading B2C brands. As Shopify and Shopify Plus Experts, they offer a range of bespoke services such as web design and development, digital strategy, SEO, PPC, social media marketing, email marketing and many more! With a dedicated team of Shopify Plus experts, UX creatives and growth marketers, they focus on bringing exceptional results for their client’s success and growth.<p><br></p><strong>About The Role</strong><p><br></p>As a QA Test Lead, you will be working on several projects for Shopify platforms through manual and automated testing. You will manage time effectively between the creation of test plans, the definition of testing requirements, and conducting test phases of systems and metric reports. You will also provide oversight and input to all aspects of quality assurance including applying industry best practices, developing new testing solutions and methods, and establishing metrics.<p><br></p>Key Responsibilities<p><br></p><ul><li>Designing test plans, scenarios, scripts, and procedures.</li><li>Executing manual and automated tests.</li><li>Analysing test results and reporting to the development and project management teams.</li><li>Working with the development team to correct bugs and errors.</li><li>Testing from client specification and design.</li><li>Testing design to site.</li><li>Testing final functionality against the specification.</li><li>Providing continuous review and recommendations for improvement of processes related to status reporting and QA.</li></ul><p><br></p>Position Prerequisites<p><br></p><ul><li>Proven experience as a Quality Assurance Tester or similar role.</li><li>Has a background in manual testing and a bit of automated testing.</li><li>Experience with Shopify/Shopify Plus or other eCommerce platforms (e.g., Magento, BigCommerce).</li><li>Experience in project management and QA methodology.</li><li>Familiarity with Agile frameworks and regression testing is a plus.</li><li>Ability to document and troubleshoot errors.</li><li>Working knowledge of test management software (e.g. qTest, Zephyr) and SQL.</li><li>Excellent communication skills.</li><li>Strong attention to detail and organisational skills.</li><li>Analytical mind and problem-solving aptitude.</li></ul><p><br></p><strong>Benefits</strong><p><br></p><ul><li>HMO healthcare for you and your dependent (with COVID insurance)</li><li>20 combined SL/VLs per year accrued from day one (you will have 10 accrued once you pass regularisation).</li><li>13th-month pay</li><li>Philippine Public Holidays</li><li>Government-mandated benefits</li></ul><p><br></p>Shift Time<p><br></p><ul><li>1:00 pm to 10:00 pm, Manila Time, Monday to Friday</li></ul><p><br></p>What’s Next?<p><br></p>Click the Apply button, attach your CV, and complete the questionnaire!<p><br></p>As this is an urgent requirement, if you want to fast-track your application, complete your application online and connect with Darlene Dela Cruz at<p><br></p>Powered by JazzHR<p><br></p>iJeTwVafbi
      ",https://au.linkedin.com/company/filta?trk=public_jobs_jserp-result_job-search-card-subtitle
30,https://linkedin.com/jobs/view/quality-control-associate-at-filinvest-development-corporation-3723248281,Quality Control Associate,Filinvest Development Corporation,,2023-09-20,testing and quality assurance,"Muntinlupa City, National Capital Region, Philippines",Entry level,Full-time,"Research, Analyst, and Information Technology",Investment Management,"
        KEY FUNCTIONS/DUTIES AND RESPONSIBILITIES:<p><br></p><ul><li> Analyze, Review plans and specification, attend pre-bid and construction meeting, and monitor construction activities, prepare reports to management if problem arises that need proper action. </li><li> Arrange trainings/seminars for contractors and technical group on the correct construction and procedures that will improve quality standard and reduce construction based on time and/or cost.</li><li> Perform research and development by using websites, finds articles from magazines and newspapers, attend seminars and exhibits, invites suppliers who will conduct on new construction products, systems and methodology. </li><li> Transmit correspondences and memoranda to all project groups on useful information and/or lessons learned from and to each project group. </li><li> Random check on the quality of works, construction methods and perform materials testing on on-going housing units, land development and open space amenities to confirm product compliance with the design and specification. </li><li> Monitors and submits report for on-going projects in all groups from time to time. </li><li> Recommends and implements policies on quality assurance for project implementation.</li><li> Performs research and development work related to quality assurance. </li><li> Review, familiarize and suggests improvement on some details (if needed) on plans and specification</li><li> Check and observe security and safety measures from time to time. </li><li> Coordinates and prepare report on the status every new projects from product concept phase to project implementation phase as well as documentations such as, plans, permits, LTS, etc. </li><li> Performs other related tasks as may be assigned from time to time.<br><br></li></ul>
      ",https://ph.linkedin.com/company/filinvestgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
31,https://linkedin.com/jobs/view/qa-tester-at-questronix-corporation-3711071278,QA Tester,Questronix Corporation,,2023-09-04,testing and quality assurance,"Lumban, Calabarzon, Philippines",Associate,Full-time,Quality Assurance,"Technology, Information and Internet","
        <ul><li>Design and execute systems to check for issues</li><li>Perform and document risk analysis</li><li>Record test progress and results</li><li>Code automated tests</li><li>Create test plans</li><li>Develop standards and procedures to determine product quality and release readiness</li><li>Discover bugs within software</li><li>Drive innovation and streamline overall testing processes</li><li>Identify, isolate, and track bugs throughout testing</li><li>Identify any potential problems that users might encounter</li><li>Research new tools, technologies, and testing processes</li></ul><p><br></p><strong>Requirements</strong><p><br></p><ul><li>Strong analytical and planning skills;</li><li>Good communication and presentation skills;</li><li>Excellent problem-solving skills;</li><li>Proven work experience in software quality assurance</li><li>Strong knowledge of software QA methodologies, tools and processes</li><li>Experience with performance and/or security testing is a plus</li><li>Exceptional attention to detail</li><li>Great team player and able to work efficiently with minimal supervision</li><li>Willing to report onsite (twice a month in San Pedro, Laguna)</li></ul>
      ",https://ph.linkedin.com/company/questronixcorp?trk=public_jobs_jserp-result_job-search-card-subtitle
32,https://linkedin.com/jobs/view/qa-tester-at-questronix-corporation-3675959173,QA Tester,Questronix Corporation,,2023-07-26,testing and quality assurance,"Lumban, Calabarzon, Philippines",Mid-Senior level,Full-time,Quality Assurance,"Technology, Information and Internet","
        <ul><li>Design and execute systems to check for issues</li><li>Perform and document risk analysis</li><li>Record test progress and results</li><li>Code automated tests</li><li>Create test plans</li><li>Develop standards and procedures to determine product quality and release readiness</li><li>Discover bugs within software</li><li>Drive innovation and streamline overall testing processes</li><li>Identify, isolate, and track bugs throughout testing</li><li>Identify any potential problems that users might encounter</li><li>Research new tools, technologies, and testing processes</li></ul><p><br></p><strong>Requirements</strong><p><br></p><ul><li>Strong analytical and planning skills;</li><li>Good communication and presentation skills;</li><li>Excellent problem-solving skills;</li><li>Proven work experience in software quality assurance</li><li>Strong knowledge of software QA methodologies, tools and processes</li><li>Experience with performance and/or security testing is a plus</li><li>Exceptional attention to detail</li><li>Great team player and able to work efficiently with minimal supervision</li></ul>
      ",https://ph.linkedin.com/company/questronixcorp?trk=public_jobs_jserp-result_job-search-card-subtitle
33,https://linkedin.com/jobs/view/qa-qc-engineer-at-planate-management-group-3728322548,QA/QC Engineer,Planate Management Group,,2023-09-26,testing and quality assurance,"Lubao, Central Luzon, Philippines",Entry level,Contract,Quality Assurance,Civil Engineering,"
        <strong>Planate Management Group (PMG) is a Service-Disabled Veteran-Owned Small Business (SDVOSB) headquartered in Alexandria, Virginia, and Orlando, Florida USA with technical support centers in South East Asia and East Africa, that provide program management and facilities engineering services worldwide. Planate is a small business provider of planning, design, infrastructure management, technical consulting, engineering, and construction management services in support of the US Department of Defense (DOD) and its service (Army, Air Force, Navy, Marine Corps) missions, along with other federal agencies, all over the world.<br><br></strong>The QA/QC Engineer will be responsible for designing quality standards, inspecting materials, equipment, processes, and products, developing quality control systems, and determining corrective actions to ensure specific quality standards are constantly met at all levels of construction projects.<br><br>The project site is located in <strong>Floridablanca, Pampanga</strong>.<br><br>Salary: Our salary range for this position is based on the market data, Php29,000 to 32,000 (the offer depends on the work experiences acquired).<br><br>Start Date: <strong>October 2, 2023<br><br></strong><strong>Key responsibilities:<br></strong><ul><li>Prepare QA/QC plans for new construction and refurbishment work</li><li>Ensure the establishment of quality procedures including time limits for inspection, sampling, and testing of works and other QA/QC requirements</li><li>Oversee and manage the quality assessment of materials through regular and rigid laboratory tests</li><li>In consultation with the project staff, review technical specifications and recommend standard construction specifications for all items of work for their effective use in projects’ works</li><li>Review all standard test forms to be used during laboratory tests, QA testing schedules, and procedures, and evaluate results as appropriate</li><li>Review contractor practices and conventional methodologies and make recommendations where remedial action is required</li><li>Work with project engineers and design consultants to establish procedures with time limits for the inspection, sampling, and testing of works and all other QA/QC requirements</li><li>Conduct initial survey queries on sources of materials, ensuring quality and quantity are of economic value to the project</li><li>Performs other responsibilities associated with this position as may be appropriated.<br><br></li></ul><strong>Qualifications To be successful in the role:<br></strong><ul><li>Bachelor’s degree in civil engineering with an additional 5 years of relevant experience in Engineering &amp; Construction.</li><li> Must be a Licensed Civil Engineer</li><li> Minimum 5 years of progressively responsible experience in construction work with emphasis on materials testing, quality control and assurance, laboratory testing and a firm understanding of requirements and specifications of testing and materials.</li><li>Must have CQM and EM385 Training</li><li>Demonstrated experience in pre-stressing works and quality control, and experience in different classes of concrete mix-design, under different conditions of construction procedures.</li><li>Excellent English in written and verbal communication skills.</li><li>With a valid driver’s license.<br><br></li></ul>We’d love for you to be a part of our Global workforce, helping us serve as an effective and integrated partner to advance every client's mission!
      ",https://www.linkedin.com/company/planatemg?trk=public_jobs_jserp-result_job-search-card-subtitle
34,https://linkedin.com/jobs/view/quality-assurance-analyst-manual-at-infor-3705709065,Quality Assurance Analyst - Manual,Infor,,2023-08-12,testing and quality assurance,"Taguig, National Capital Region, Philippines",Mid-Senior level,Full-time,Quality Assurance,Software Development,"
        The Quality Assurance Analyst, will be responsible for all testing phase of our production releases and all testing activities to ensure that the products meet the company standards. The Quality Assurance  Analyst requires documentation of all errors, identify the root cause, and provides suggestions for resolution, and regression testing to ensure errors are addressed appropriately. The QA will create a test case and scenarios based on the functional requirement and partly will develop and execute test scripts using automated testing tools. The candidate should be willing to step into Automation QA role and perform automation testing.<br><br>A Day in The Life Typically Includes:· <br><br>	* Develops proficiency in the Infor applications and use of tools and processes within the department’s scope.<br>	* Works with project teams to develop and execute manual functional and automated test cases based on design and requirements.<br>	* Performs manual and automation test activities<br>	* Able to shift between manual and automation testing task<br>	* Supports the testing environment and the testing lifecycle.<br>	* Analyze test output and report discrepancies using the defined reporting process to ensure functionality and new feature of the products during a release cycle<br>	* Provides root cause analysis of issues and suggests quality solutions and strategy independently or with a team.<br>	* Coordinates and performs scheduled, ad-hoc, and emergency tasks within the department's scope.<br>	* Assists with and supports the development and maintenance of the application.<br>	* Participates in code reviews for test scripts within the test group.<br>	* Performs thorough regression testing<br>	* Collaborates with management to continuously provide input to improve the QA process.<br>	* Creates documentations for the QA functional documentation wiki.<br>	* Ensures the team leadership is informed of schedules and timelines, statuses, issues, mitigations, and all other information necessary or requested.<br><br>What You Will Need:<br><br>	* Bachelor’s degree in computer science, information technology or engineering.<br>	* At least 3+ year(s) of work experience in development or product testing.<br>	* Work experience in creating test cases, test scenarios, and functional testing.<br>	* Experience in QA Methodology.<br>	* Working knowledge of defect tracking software - JIRA preferred<br>	* Proficient problem solving and fact-finding skill<br>	* Ability to prioritize tasks and efficiently manage time<br>	* Ability to exercise good judgment and effectiveness in working with a high performing team<br>	* Teamwork and organizational skills<br>	* Strong communication and interpersonal skill<br>	* Demonstrates resourcefulness, patience, perseverance, self-motivation, and discipline<br>	* Exhibits drive and initiative to learn whatever is necessary to explore new solutions<br>	* Quality Oriented<br>	* RTO 3x in a week - dayshift schedule<br><br>What Will Put You Ahead?<br><br>	* QA Methodologies: Agile<br>	* Defect Tracking Tool: JIRA<br>	* Familiarity with one or combination of the following is preferred:<br><br>	* <br><br>	o Selenium<br><br>	o Robot Framework<br><br>	o GITLAB<br><br>	o Python<br><br>	o Java<br><br>About Infor<br><br>Infor is a global leader in business cloud software products for companies in industry specific markets. Infor builds complete industry suites in the cloud and efficiently deploys technology that puts the user experience first, leverages data science, and integrates easily into existing systems. Over 60,000 organizations worldwide rely on Infor to help overcome market disruptions and achieve business-wide digital transformation. <br>For more information visit www.infor.com<br><br>Our Values<br><br>At Infor, we strive for an environment that is founded on a business philosophy called [1] Principle Based Management™ (PBM™) and eight Guiding Principles: integrity, stewardship &amp; compliance, transformation, principled entrepreneurship, knowledge, humility, respect, self-actualization. Increasing diversity is important to reflect our markets, customers, partners, and communities we serve in now and in the future.<br><br>We have a relentless commitment to a culture based on PBM. Informed by the principles that allow a free and open society to flourish, PBM™ prepares individuals to innovate, improve, and transform while fostering a healthy, growing organization that creates long-term value for its clients and supporters and fulfillment for its employees.<br><br>Infor is an Equal Opportunity Employer. We are committed to creating a diverse and inclusive work environment. Infor does not discriminate against candidates or employees because of their sex, race, gender identity, disability, age, sexual orientation, religion, national origin, veteran status, or any other protected status under the law.<br><br>At Infor we value your privacy that’s why we created a policy that you can read [2] here.<br><br><br>References<br><br>Visible links<br>1. https://www.kochind.com/about/business-philosophy<br>2. https://www.infor.com/about/privacy
      ",https://www.linkedin.com/company/infor?trk=public_jobs_jserp-result_job-search-card-subtitle
35,https://linkedin.com/jobs/view/qa-engineer-at-xurpas-enterprise-3727013737,QA Engineer,Xurpas Enterprise,,2023-09-26,testing and quality assurance,"Taguig, National Capital Region, Philippines",Entry level,Full-time,Engineering and Information Technology,"Information Services, Software Development, and IT Services and IT Consulting","
        A wholly-owned subsidiary of Xurpas Inc., provides custom IT solutions that help organizations with their digital transformation. Xurpas Enterprise provides end to end digital services and solutions across organizations of any size.<p><br></p><strong>The Role</strong><p><br></p>The QA engineer creates tests to find any problems with the software before the product is launched They identify and analyze any bugs found during testing and document them. They also must pay very close attention to detail and coach their tear on managing testing tools, reporting results, and motivating process improvement<p><br></p><strong>Your Responsibilities Will Include</strong><p><br></p><ul><li>Focus on quality improvement</li><li>Assure a suitable practice for the software development</li><li>Black box testing or white box testing</li><li>Constant monitoring</li><li>Include Risk Management with the Quality Affirmation</li><li>Minimize the cost of maintenance</li><li>Formulate the requirements</li><li>Reporting of Test Results and Project Status</li></ul><p><br></p><strong>Ideal Profile</strong><p><br></p><ul><li>Technical background with at least 3 years of work experience in one or more IT areas</li><li>IT architecture, infrastructure, and cloud engineering</li><li>Engineering and software architecture design</li><li>Quality Assurance engineering</li><li>Business analysis</li><li>DevOps</li><li>Project and product management</li><li>Appium (Mobile and Web Automation)</li><li>Selenium and testNG experience</li><li>Excellent communication skills</li><li>Deep analytical skills</li><li>Project and resource management skills</li><li>Work collaboratively</li><li>Influence and Negotiate</li></ul><p><br></p><strong>What's on Offer?</strong><p><br></p><ul><li>Great work environment</li><li>Opportunity to make a positive impact</li><li>Excellent career development opportunities</li></ul>
      ",https://ph.linkedin.com/company/xurpasenterprise?trk=public_jobs_jserp-result_job-search-card-subtitle
36,https://linkedin.com/jobs/view/product-qa-associate-at-crediblemind-3730434527,Product QA Associate,CredibleMind,,2023-10-02,testing and quality assurance,Philippines,Entry level,Contract,Quality Assurance,Mental Health Care,"
        <p><strong>NOTE</strong>: this role requires functionality testing and is <strong>not </strong>limited to smoke testing. Ideal candidates will be able to learn business requirements and evaluate outcomes from both a client and user perspective. Interest or experience in public health and/or SaaS is a plus.</p><p><br></p><p>The budget for this role is $10-$18 USD per hour.</p><p><br></p><p><strong>Role Description</strong></p><p>CredibleMind is seeking a contract Product QA Associate who will be responsible for performing quality assurance tasks, supporting development tickets through their lifecycle, developing test plans, and ensuring the overall quality of complex features in a high-dependency environment. This is a remote role.</p><p><br></p><p><strong>Qualifications</strong></p><ul><li>Desired: Bachelor's degree in Computer Science or a related field.</li><li>Experience in software quality assurance, including experience with manual and automated testing.</li><li>Experience with test automation frameworks and tools like Selenium, Appium, or similar.</li><li>Experience with Agile/Scrum methodologies and tools like JIRA, Trello, or similar.</li><li>Experience with test management tools like TestRail or similar.</li><li>Strong analytical and problem-solving skills.</li><li>Excellent written and verbal communication skills.</li><li>Strong attention to detail and ability to work independently.</li><li>Experience with testing web and mobile applications is a plus.</li></ul><p><br></p><p><strong>Company Description</strong></p><p>CredibleMind is a mental and spiritual health optimization company. We provide curated resources for people interested in improving their mental and spiritual well-being. Using the expertise of our human professionals and innovative AI technology, we aim to help people flourish mentally and spiritually.</p>
      ",https://www.linkedin.com/company/crediblemind?trk=public_jobs_jserp-result_job-search-card-subtitle
